primary,oxydb_mac_2012,number,mds_ies_db_2015
Contig7690.0,Contig7690.0,7690.0,
Contig7691.0,Contig7691.0,7691.0,OXYTRI_MAC_7691
Contig7698.0,Contig7698.0,7698.0,
Contig7699.0,Contig7699.0,7699.0,OXYTRI_MAC_7699
Contig7528.0,Contig7528.0,7528.0,OXYTRI_MAC_7528
Contig7529.0,Contig7529.0,7529.0,OXYTRI_MAC_7529
Contig7520.0,Contig7520.0,7520.0,OXYTRI_MAC_7520
Contig7521.0,Contig7521.0,7521.0,OXYTRI_MAC_7521
Contig7522.0,Contig7522.0,7522.0,OXYTRI_MAC_7522
Contig7523.0,Contig7523.0,7523.0,
Contig7524.0,Contig7524.0,7524.0,OXYTRI_MAC_7524
Contig7526.0,Contig7526.0,7526.0,OXYTRI_MAC_7526
Contig3010.0,Contig3010.0,3010.0,OXYTRI_MAC_3010
Contig3011.0,Contig3011.0,3011.0,OXYTRI_MAC_3011
Contig3012.0.3,Contig3012.0.3,3012.0.3,OXYTRI_MAC_3012
Contig3013.0,Contig3013.0,3013.0,OXYTRI_MAC_3013
Contig3330.0,Contig3330.0,3330.0,OXYTRI_MAC_3330
Contig3333.0,Contig3333.0,3333.0,OXYTRI_MAC_3333
Contig3015.0,Contig3015.0,3015.0,OXYTRI_MAC_3015
Contig20250.0,Contig20250.0,20250.0,OXYTRI_MAC_20250
Contig20251.0,Contig20251.0,20251.0,OXYTRI_MAC_20251
Contig20252.0,Contig20252.0,20252.0,OXYTRI_MAC_20252
Contig20253.0,Contig20253.0,20253.0,OXYTRI_MAC_20253
Contig20254.0,Contig20254.0,20254.0,OXYTRI_MAC_20254
Contig20255.0,Contig20255.0,20255.0,OXYTRI_MAC_20255
Contig20256.0,Contig20256.0,20256.0,OXYTRI_MAC_20256
Contig20257.0,Contig20257.0,20257.0,OXYTRI_MAC_20257
Contig20258.0,Contig20258.0,20258.0,OXYTRI_MAC_20258
Contig20259.0,Contig20259.0,20259.0,OXYTRI_MAC_20259
Contig3017.0,Contig3017.0,3017.0,OXYTRI_MAC_3017
Contig3334.0,Contig3334.0,3334.0,OXYTRI_MAC_3334
Contig3337.0,Contig3337.0,3337.0,OXYTRI_MAC_3337
Contig3336.0,Contig3336.0,3336.0,OXYTRI_MAC_3336
Contig13212.0,Contig13212.0,13212.0,OXYTRI_MAC_13212
Contig13213.0,Contig13213.0,13213.0,OXYTRI_MAC_13213
Contig20788.0,Contig20788.0,20788.0,OXYTRI_MAC_20788
Contig20789.0,Contig20789.0,20789.0,OXYTRI_MAC_20789
Contig13216.0,Contig13216.0,13216.0,OXYTRI_MAC_13216
Contig13217.0,Contig13217.0,13217.0,OXYTRI_MAC_13217
Contig13215.0,Contig13215.0,13215.0,OXYTRI_MAC_13215
Contig20782.0,Contig20782.0,20782.0,OXYTRI_MAC_20782
Contig20783.0,Contig20783.0,20783.0,OXYTRI_MAC_20783
Contig20780.0,Contig20780.0,20780.0,OXYTRI_MAC_20780
Contig20786.0,Contig20786.0,20786.0,OXYTRI_MAC_20786
Contig20787.0,Contig20787.0,20787.0,OXYTRI_MAC_20787
Contig20784.0,Contig20784.0,20784.0,OXYTRI_MAC_20784
Contig20785.0,Contig20785.0,20785.0,OXYTRI_MAC_20785
Contig19517.0,Contig19517.0,19517.0,OXYTRI_MAC_19517
Contig19516.0,Contig19516.0,19516.0,OXYTRI_MAC_19516
Contig19514.0,Contig19514.0,19514.0,OXYTRI_MAC_19514
Contig19512.0,Contig19512.0,19512.0,OXYTRI_MAC_19512
Contig19511.0,Contig19511.0,19511.0,OXYTRI_MAC_19511
Contig19510.0,Contig19510.0,19510.0,OXYTRI_MAC_19510
Contig19519.0,Contig19519.0,19519.0,OXYTRI_MAC_19519
Contig19518.0,Contig19518.0,19518.0,OXYTRI_MAC_19518
Contig869.0,Contig869.0,869.0,
Contig868.0,Contig868.0,868.0,OXYTRI_MAC_868
Contig867.0,Contig867.0,867.0,OXYTRI_MAC_25328
Contig866.0,Contig866.0,866.0,OXYTRI_MAC_866
Contig865.0,Contig865.0,865.0,OXYTRI_MAC_26526
Contig864.0,Contig864.0,864.0,
Contig863.0,Contig863.0,863.0,OXYTRI_MAC_863
Contig862.0,Contig862.0,862.0,OXYTRI_MAC_25135
Contig861.0,Contig861.0,861.0,OXYTRI_MAC_25473
Contig860.0,Contig860.0,860.0,OXYTRI_MAC_26527
Contig10172.0,Contig10172.0,10172.0,OXYTRI_MAC_10172
Contig10173.0,Contig10173.0,10173.0,OXYTRI_MAC_10173
Contig10170.0,Contig10170.0,10170.0,OXYTRI_MAC_10170
Contig10171.0,Contig10171.0,10171.0,OXYTRI_MAC_10171
Contig10176.0,Contig10176.0,10176.0,OXYTRI_MAC_10176
Contig10177.0,Contig10177.0,10177.0,OXYTRI_MAC_10177
Contig10174.0,Contig10174.0,10174.0,OXYTRI_MAC_10174
Contig10175.0,Contig10175.0,10175.0,OXYTRI_MAC_10175
Contig10178.0,Contig10178.0,10178.0,OXYTRI_MAC_10178
Contig9228.0,Contig9228.0,9228.0,OXYTRI_MAC_9228
Contig9225.0,Contig9225.0,9225.0,OXYTRI_MAC_9225
Contig9227.0.0,Contig9227.0.0,9227.0.0,
Contig9227.0.1,Contig9227.0.1,9227.0.1,
Contig9226.0,Contig9226.0,9226.0,
Contig9220.0,Contig9220.0,9220.0,OXYTRI_MAC_9220
Contig9223.0,Contig9223.0,9223.0,OXYTRI_MAC_9223
Contig9222.0,Contig9222.0,9222.0,OXYTRI_MAC_9222
Contig22128.0,Contig22128.0,22128.0,OXYTRI_MAC_22128
Contig22129.0,Contig22129.0,22129.0,OXYTRI_MAC_22129
Contig22120.0,Contig22120.0,22120.0,OXYTRI_MAC_22120
Contig22121.0,Contig22121.0,22121.0,OXYTRI_MAC_22121
Contig22122.0,Contig22122.0,22122.0,OXYTRI_MAC_22122
Contig22123.0,Contig22123.0,22123.0,OXYTRI_MAC_22123
Contig22124.0,Contig22124.0,22124.0,OXYTRI_MAC_22124
Contig22125.0,Contig22125.0,22125.0,OXYTRI_MAC_22125
Contig22126.0,Contig22126.0,22126.0,OXYTRI_MAC_22126
Contig22127.0,Contig22127.0,22127.0,OXYTRI_MAC_22127
Contig9597.0,Contig9597.0,9597.0,OXYTRI_MAC_9597
Contig9596.0,Contig9596.0,9596.0,OXYTRI_MAC_9596
Contig9595.0,Contig9595.0,9595.0,OXYTRI_MAC_9595
Contig9594.0,Contig9594.0,9594.0,OXYTRI_MAC_9594
Contig9593.0,Contig9593.0,9593.0,OXYTRI_MAC_9593
Contig9592.0,Contig9592.0,9592.0,OXYTRI_MAC_9592
Contig9591.0,Contig9591.0,9591.0,OXYTRI_MAC_9591
Contig9590.0,Contig9590.0,9590.0,OXYTRI_MAC_9590
Contig9599.0,Contig9599.0,9599.0,OXYTRI_MAC_9599
Contig18749.0,Contig18749.0,18749.0,OXYTRI_MAC_18749
Contig18748.0,Contig18748.0,18748.0,OXYTRI_MAC_18748
Contig18745.0,Contig18745.0,18745.0,OXYTRI_MAC_18745
Contig18744.0,Contig18744.0,18744.0,OXYTRI_MAC_18744
Contig18747.0,Contig18747.0,18747.0,OXYTRI_MAC_18747
Contig18746.0,Contig18746.0,18746.0,OXYTRI_MAC_18746
Contig18741.0,Contig18741.0,18741.0,OXYTRI_MAC_18741
Contig18740.0,Contig18740.0,18740.0,OXYTRI_MAC_18740
Contig18743.0,Contig18743.0,18743.0,OXYTRI_MAC_18743
Contig18742.0,Contig18742.0,18742.0,OXYTRI_MAC_18742
Contig16637.0.0,Contig16637.0.0,16637.0.0,OXYTRI_MAC_16637
Contig16636.0,Contig16636.0,16636.0,OXYTRI_MAC_16636
Contig16635.0,Contig16635.0,16635.0,OXYTRI_MAC_16635
Contig16633.0,Contig16633.0,16633.0,OXYTRI_MAC_16633
Contig16632.0,Contig16632.0,16632.0,OXYTRI_MAC_16632
Contig16631.0,Contig16631.0,16631.0,OXYTRI_MAC_16631
Contig16630.0,Contig16630.0,16630.0,OXYTRI_MAC_16630
Contig16639.0,Contig16639.0,16639.0,OXYTRI_MAC_16639
Contig16638.0,Contig16638.0,16638.0,OXYTRI_MAC_16638
Contig8172.0,Contig8172.0,8172.0,OXYTRI_MAC_8172
Contig8173.0,Contig8173.0,8173.0,OXYTRI_MAC_8173
Contig8170.0,Contig8170.0,8170.0,
Contig8171.0,Contig8171.0,8171.0,OXYTRI_MAC_8171
Contig8176.0,Contig8176.0,8176.0,OXYTRI_MAC_8176
Contig8177.0,Contig8177.0,8177.0,OXYTRI_MAC_8177
Contig8174.0,Contig8174.0,8174.0,OXYTRI_MAC_8174
Contig8175.0,Contig8175.0,8175.0,OXYTRI_MAC_8175
Contig8178.0.0,Contig8178.0.0,8178.0.0,
Contig8178.0.1,Contig8178.0.1,8178.0.1,OXYTRI_MAC_8178
Contig10987.0,Contig10987.0,10987.0,OXYTRI_MAC_10987
Contig10986.0,Contig10986.0,10986.0,OXYTRI_MAC_10986
Contig10985.0,Contig10985.0,10985.0,OXYTRI_MAC_10985
Contig10984.0,Contig10984.0,10984.0,OXYTRI_MAC_10984
Contig10983.0,Contig10983.0,10983.0,OXYTRI_MAC_10983
Contig10982.0,Contig10982.0,10982.0,OXYTRI_MAC_10982
Contig10989.0,Contig10989.0,10989.0,OXYTRI_MAC_10989
Contig10988.0,Contig10988.0,10988.0,OXYTRI_MAC_10988
Contig2129.0,Contig2129.0,2129.0,OXYTRI_MAC_2129
Contig2128.0,Contig2128.0,2128.0,OXYTRI_MAC_2128
Contig2123.0,Contig2123.0,2123.0,OXYTRI_MAC_2123
Contig2122.0,Contig2122.0,2122.0,OXYTRI_MAC_2122
Contig2121.0,Contig2121.0,2121.0,OXYTRI_MAC_2121
Contig2127.0,Contig2127.0,2127.0,OXYTRI_MAC_2127
Contig2126.0,Contig2126.0,2126.0,OXYTRI_MAC_2126
Contig2125.0,Contig2125.0,2125.0,OXYTRI_MAC_2125
Contig2124.0,Contig2124.0,2124.0,OXYTRI_MAC_2124
Contig4408.0,Contig4408.0,4408.0,
Contig4409.0,Contig4409.0,4409.0,OXYTRI_MAC_4409
Contig4406.0,Contig4406.0,4406.0,OXYTRI_MAC_4406
Contig4407.0,Contig4407.0,4407.0,OXYTRI_MAC_4407
Contig4404.0,Contig4404.0,4404.0,OXYTRI_MAC_4404
Contig4405.0,Contig4405.0,4405.0,OXYTRI_MAC_4405
Contig4402.0,Contig4402.0,4402.0,OXYTRI_MAC_4402
Contig4403.0,Contig4403.0,4403.0,OXYTRI_MAC_4403
Contig4401.0,Contig4401.0,4401.0,OXYTRI_MAC_4401
Contig8958.0,Contig8958.0,8958.0,OXYTRI_MAC_8958
Contig8959.0,Contig8959.0,8959.0,OXYTRI_MAC_8959
Contig8954.0,Contig8954.0,8954.0,OXYTRI_MAC_8954
Contig8955.0,Contig8955.0,8955.0,OXYTRI_MAC_8955
Contig8956.0,Contig8956.0,8956.0,OXYTRI_MAC_8956
Contig8957.0,Contig8957.0,8957.0,OXYTRI_MAC_8957
Contig8950.0.0,Contig8950.0.0,8950.0.0,OXYTRI_MAC_8950
Contig8951.0,Contig8951.0,8951.0,OXYTRI_MAC_8951
Contig8952.0,Contig8952.0,8952.0,OXYTRI_MAC_8952
Contig12321.0,Contig12321.0,12321.0,OXYTRI_MAC_12321
Contig12320.0,Contig12320.0,12320.0,OXYTRI_MAC_12320
Contig12323.0,Contig12323.0,12323.0,OXYTRI_MAC_12323
Contig12322.0,Contig12322.0,12322.0,OXYTRI_MAC_12322
Contig12325.0,Contig12325.0,12325.0,OXYTRI_MAC_12325
Contig12324.0,Contig12324.0,12324.0,OXYTRI_MAC_12324
Contig12327.0,Contig12327.0,12327.0,OXYTRI_MAC_12327
Contig12326.0,Contig12326.0,12326.0,OXYTRI_MAC_12326
Contig12329.0,Contig12329.0,12329.0,OXYTRI_MAC_12329
Contig12328.0,Contig12328.0,12328.0,OXYTRI_MAC_12328
Contig2945.0,Contig2945.0,2945.0,OXYTRI_MAC_2945
Contig2944.0.1,Contig2944.0.1,2944.0.1,OXYTRI_MAC_2944
Contig2947.0,Contig2947.0,2947.0,OXYTRI_MAC_2947
Contig2946.0,Contig2946.0,2946.0,OXYTRI_MAC_2946
Contig2941.0,Contig2941.0,2941.0,OXYTRI_MAC_2941
Contig2940.0,Contig2940.0,2940.0,OXYTRI_MAC_2940
Contig7328.0,Contig7328.0,7328.0,OXYTRI_MAC_7328
Contig7329.0,Contig7329.0,7329.0,OXYTRI_MAC_25056
Contig7326.0.0,Contig7326.0.0,7326.0.0,
Contig7324.0.2,Contig7324.0.2,7324.0.2,OXYTRI_MAC_7324
Contig7325.0,Contig7325.0,7325.0,OXYTRI_MAC_7325
Contig2949.0,Contig2949.0,2949.0,OXYTRI_MAC_2949
Contig2948.0,Contig2948.0,2948.0,OXYTRI_MAC_2948
Contig7320.0,Contig7320.0,7320.0,OXYTRI_MAC_7320
Contig7321.0,Contig7321.0,7321.0,OXYTRI_MAC_7321
Contig9888.0,Contig9888.0,9888.0,OXYTRI_MAC_9888
Contig13050.0,Contig13050.0,13050.0,OXYTRI_MAC_13050
Contig13051.0,Contig13051.0,13051.0,OXYTRI_MAC_13051
Contig13052.0,Contig13052.0,13052.0,OXYTRI_MAC_13052
Contig13053.0,Contig13053.0,13053.0,OXYTRI_MAC_13053
Contig13054.0,Contig13054.0,13054.0,OXYTRI_MAC_13054
Contig13055.0,Contig13055.0,13055.0,OXYTRI_MAC_13055
Contig13056.0,Contig13056.0,13056.0,OXYTRI_MAC_13056
Contig13057.0,Contig13057.0,13057.0,OXYTRI_MAC_13057
Contig13058.0,Contig13058.0,13058.0,OXYTRI_MAC_13058
Contig13059.0,Contig13059.0,13059.0,OXYTRI_MAC_13059
Contig13588.0,Contig13588.0,13588.0,OXYTRI_MAC_13588
Contig13589.0,Contig13589.0,13589.0,OXYTRI_MAC_13589
Contig13582.0,Contig13582.0,13582.0,OXYTRI_MAC_13582
Contig13583.0,Contig13583.0,13583.0,OXYTRI_MAC_13583
Contig13581.0.0,Contig13581.0.0,13581.0.0,OXYTRI_MAC_13581
Contig13586.0,Contig13586.0,13586.0,OXYTRI_MAC_13586
Contig13587.0,Contig13587.0,13587.0,OXYTRI_MAC_13587
Contig13584.0,Contig13584.0,13584.0,OXYTRI_MAC_13584
Contig13585.0,Contig13585.0,13585.0,OXYTRI_MAC_13585
Contig7818.0,Contig7818.0,7818.0,OXYTRI_MAC_7818
Contig7819.0,Contig7819.0,7819.0,OXYTRI_MAC_7819
Contig7814.0,Contig7814.0,7814.0,OXYTRI_MAC_7814
Contig7815.0,Contig7815.0,7815.0,OXYTRI_MAC_7815
Contig7816.0,Contig7816.0,7816.0,OXYTRI_MAC_7816
Contig7817.0,Contig7817.0,7817.0,
Contig7811.0,Contig7811.0,7811.0,OXYTRI_MAC_7811
Contig7812.0,Contig7812.0,7812.0,OXYTRI_MAC_7812
Contig7813.0,Contig7813.0,7813.0,OXYTRI_MAC_7813
Contig3313.0,Contig3313.0,3313.0,
Contig3312.0,Contig3312.0,3312.0,OXYTRI_MAC_3312
Contig3311.0,Contig3311.0,3311.0,OXYTRI_MAC_3311
Contig3310.0.0,Contig3310.0.0,3310.0.0,OXYTRI_MAC_3310
Contig3310.0.1,Contig3310.0.1,3310.0.1,OXYTRI_MAC_25905
Contig3317.0,Contig3317.0,3317.0,OXYTRI_MAC_3317
Contig3316.0,Contig3316.0,3316.0,OXYTRI_MAC_3316
Contig3315.0,Contig3315.0,3315.0,OXYTRI_MAC_3315
Contig3314.0,Contig3314.0,3314.0,OXYTRI_MAC_3314
Contig3319.0,Contig3319.0,3319.0,OXYTRI_MAC_3319
Contig3318.0,Contig3318.0,3318.0,OXYTRI_MAC_3318
Contig5416.0,Contig5416.0,5416.0,OXYTRI_MAC_5416
Contig13986.0,Contig13986.0,13986.0,OXYTRI_MAC_13986
Contig5414.0,Contig5414.0,5414.0,OXYTRI_MAC_5414
Contig5415.0,Contig5415.0,5415.0,OXYTRI_MAC_5415
Contig5412.0,Contig5412.0,5412.0,OXYTRI_MAC_5412
Contig5413.0,Contig5413.0,5413.0,OXYTRI_MAC_5413
Contig5410.0,Contig5410.0,5410.0,OXYTRI_MAC_5410
Contig7419.0,Contig7419.0,7419.0,OXYTRI_MAC_7419
Contig5418.0,Contig5418.0,5418.0,OXYTRI_MAC_5418
Contig5419.0,Contig5419.0,5419.0,OXYTRI_MAC_5419
Contig14587.0,Contig14587.0,14587.0,OXYTRI_MAC_14587
Contig14586.0,Contig14586.0,14586.0,OXYTRI_MAC_14586
Contig14585.0,Contig14585.0,14585.0,OXYTRI_MAC_14585
Contig14584.0,Contig14584.0,14584.0,OXYTRI_MAC_14584
Contig14583.0,Contig14583.0,14583.0,OXYTRI_MAC_14583
Contig14582.0,Contig14582.0,14582.0,OXYTRI_MAC_14582
Contig14581.0.0,Contig14581.0.0,14581.0.0,OXYTRI_MAC_14581
Contig14580.0,Contig14580.0,14580.0,OXYTRI_MAC_14580
Contig14589.0,Contig14589.0,14589.0,OXYTRI_MAC_14589
Contig14588.0,Contig14588.0,14588.0,OXYTRI_MAC_14588
Contig21301.0,Contig21301.0,21301.0,OXYTRI_MAC_21301
Contig21300.0,Contig21300.0,21300.0,OXYTRI_MAC_21300
Contig21303.0,Contig21303.0,21303.0,OXYTRI_MAC_21303
Contig21302.0,Contig21302.0,21302.0,OXYTRI_MAC_21302
Contig21305.0,Contig21305.0,21305.0,OXYTRI_MAC_21305
Contig21304.0,Contig21304.0,21304.0,OXYTRI_MAC_21304
Contig21307.0,Contig21307.0,21307.0,OXYTRI_MAC_21307
Contig21306.0,Contig21306.0,21306.0,OXYTRI_MAC_21306
Contig21308.0,Contig21308.0,21308.0,OXYTRI_MAC_21308
Contig14058.0,Contig14058.0,14058.0,OXYTRI_MAC_14058
Contig7416.0,Contig7416.0,7416.0,
Contig14051.0,Contig14051.0,14051.0,OXYTRI_MAC_14051
Contig14050.0,Contig14050.0,14050.0,OXYTRI_MAC_14050
Contig14053.0,Contig14053.0,14053.0,OXYTRI_MAC_14053
Contig14052.0,Contig14052.0,14052.0,OXYTRI_MAC_14052
Contig14055.0,Contig14055.0,14055.0,OXYTRI_MAC_14055
Contig14054.0,Contig14054.0,14054.0,OXYTRI_MAC_14054
Contig14057.0,Contig14057.0,14057.0,OXYTRI_MAC_14057
Contig14056.0,Contig14056.0,14056.0,OXYTRI_MAC_14056
Contig10770.0,Contig10770.0,10770.0,OXYTRI_MAC_10770
Contig10771.0,Contig10771.0,10771.0,OXYTRI_MAC_10771
Contig10772.0,Contig10772.0,10772.0,OXYTRI_MAC_10772
Contig10773.0.1,Contig10773.0.1,10773.0.1,
Contig10774.0,Contig10774.0,10774.0,OXYTRI_MAC_10774
Contig10775.0.1,Contig10775.0.1,10775.0.1,OXYTRI_MAC_10775
Contig10776.0,Contig10776.0,10776.0,OXYTRI_MAC_10776
Contig10777.0,Contig10777.0,10777.0,OXYTRI_MAC_10777
Contig10778.0,Contig10778.0,10778.0,OXYTRI_MAC_10778
Contig10779.0,Contig10779.0,10779.0,OXYTRI_MAC_10779
Contig13539.0,Contig13539.0,13539.0,OXYTRI_MAC_13539
Contig13531.0,Contig13531.0,13531.0,OXYTRI_MAC_13531
Contig13530.0,Contig13530.0,13530.0,OXYTRI_MAC_13530
Contig16349.0,Contig16349.0,16349.0,OXYTRI_MAC_16349
Contig16348.0,Contig16348.0,16348.0,OXYTRI_MAC_16348
Contig16347.0,Contig16347.0,16347.0,OXYTRI_MAC_16347
Contig16346.0,Contig16346.0,16346.0,OXYTRI_MAC_16346
Contig16345.0,Contig16345.0,16345.0,OXYTRI_MAC_16345
Contig16344.0,Contig16344.0,16344.0,OXYTRI_MAC_16344
Contig16343.0,Contig16343.0,16343.0,OXYTRI_MAC_16343
Contig16342.0,Contig16342.0,16342.0,OXYTRI_MAC_16342
Contig16341.0,Contig16341.0,16341.0,OXYTRI_MAC_16341
Contig16340.0,Contig16340.0,16340.0,OXYTRI_MAC_16340
Contig8052.0.1,Contig8052.0.1,8052.0.1,OXYTRI_MAC_8052
Contig12048.0,Contig12048.0,12048.0,OXYTRI_MAC_12048
Contig12049.0,Contig12049.0,12049.0,OXYTRI_MAC_12049
Contig12040.0,Contig12040.0,12040.0,OXYTRI_MAC_12040
Contig12041.0,Contig12041.0,12041.0,OXYTRI_MAC_12041
Contig12042.0,Contig12042.0,12042.0,OXYTRI_MAC_12042
Contig12043.0,Contig12043.0,12043.0,OXYTRI_MAC_12043
Contig12044.0,Contig12044.0,12044.0,OXYTRI_MAC_12044
Contig12045.0,Contig12045.0,12045.0,OXYTRI_MAC_12045
Contig12046.0,Contig12046.0,12046.0,OXYTRI_MAC_12046
Contig12047.0,Contig12047.0,12047.0,OXYTRI_MAC_12047
Contig8054.0,Contig8054.0,8054.0,OXYTRI_MAC_8054
Contig22748.0,Contig22748.0,22748.0,OXYTRI_MAC_22748
Contig22749.0,Contig22749.0,22749.0,OXYTRI_MAC_22749
Contig22740.0,Contig22740.0,22740.0,OXYTRI_MAC_22740
Contig22741.0,Contig22741.0,22741.0,OXYTRI_MAC_22741
Contig22742.0,Contig22742.0,22742.0,OXYTRI_MAC_22742
Contig22743.0,Contig22743.0,22743.0,OXYTRI_MAC_22743
Contig22744.0,Contig22744.0,22744.0,OXYTRI_MAC_22744
Contig22745.0,Contig22745.0,22745.0,OXYTRI_MAC_22745
Contig22746.0,Contig22746.0,22746.0,OXYTRI_MAC_22746
Contig3617.0,Contig3617.0,3617.0,OXYTRI_MAC_3617
Contig20426.0,Contig20426.0,20426.0,OXYTRI_MAC_20426
Contig20425.0,Contig20425.0,20425.0,OXYTRI_MAC_20425
Contig20424.0,Contig20424.0,20424.0,OXYTRI_MAC_20424
Contig20423.0,Contig20423.0,20423.0,OXYTRI_MAC_20423
Contig20422.0,Contig20422.0,20422.0,OXYTRI_MAC_20422
Contig20421.0.0,Contig20421.0.0,20421.0.0,OXYTRI_MAC_20421
Contig20420.0,Contig20420.0,20420.0,OXYTRI_MAC_20420
Contig20429.0,Contig20429.0,20429.0,OXYTRI_MAC_20429
Contig20428.0,Contig20428.0,20428.0,OXYTRI_MAC_20428
Contig21468.0.1,Contig21468.0.1,21468.0.1,OXYTRI_MAC_21468
Contig21469.0,Contig21469.0,21469.0,OXYTRI_MAC_21469
Contig21460.0,Contig21460.0,21460.0,OXYTRI_MAC_21460
Contig21462.0,Contig21462.0,21462.0,OXYTRI_MAC_21462
Contig21463.0,Contig21463.0,21463.0,OXYTRI_MAC_21463
Contig21464.0,Contig21464.0,21464.0,OXYTRI_MAC_21464
Contig21465.0,Contig21465.0,21465.0,OXYTRI_MAC_21465
Contig21466.0,Contig21466.0,21466.0,OXYTRI_MAC_21466
Contig21467.0,Contig21467.0,21467.0,OXYTRI_MAC_21467
Contig15089.0,Contig15089.0,15089.0,OXYTRI_MAC_15089
Contig15088.0,Contig15088.0,15088.0,OXYTRI_MAC_15088
Contig15085.0,Contig15085.0,15085.0,OXYTRI_MAC_15085
Contig15084.0,Contig15084.0,15084.0,OXYTRI_MAC_15084
Contig15087.0,Contig15087.0,15087.0,OXYTRI_MAC_15087
Contig15086.0,Contig15086.0,15086.0,OXYTRI_MAC_15086
Contig15081.0,Contig15081.0,15081.0,OXYTRI_MAC_15081
Contig15080.0,Contig15080.0,15080.0,OXYTRI_MAC_15080
Contig15083.0,Contig15083.0,15083.0,OXYTRI_MAC_15083
Contig15082.0,Contig15082.0,15082.0,OXYTRI_MAC_15082
Contig17829.0,Contig17829.0,17829.0,OXYTRI_MAC_17829
Contig17828.0,Contig17828.0,17828.0,OXYTRI_MAC_17828
Contig17825.0,Contig17825.0,17825.0,OXYTRI_MAC_17825
Contig17824.0,Contig17824.0,17824.0,OXYTRI_MAC_17824
Contig17827.0,Contig17827.0,17827.0,OXYTRI_MAC_17827
Contig17826.0,Contig17826.0,17826.0,OXYTRI_MAC_17826
Contig17821.0,Contig17821.0,17821.0,OXYTRI_MAC_17821
Contig17820.0,Contig17820.0,17820.0,OXYTRI_MAC_17820
Contig17823.0,Contig17823.0,17823.0,OXYTRI_MAC_17823
Contig17822.0,Contig17822.0,17822.0,OXYTRI_MAC_17822
Contig15557.0,Contig15557.0,15557.0,OXYTRI_MAC_15557
Contig8521.0,Contig8521.0,8521.0,OXYTRI_MAC_8521
Contig15555.0,Contig15555.0,15555.0,OXYTRI_MAC_15555
Contig15554.0,Contig15554.0,15554.0,OXYTRI_MAC_15554
Contig15553.0,Contig15553.0,15553.0,OXYTRI_MAC_15553
Contig15552.0,Contig15552.0,15552.0,OXYTRI_MAC_15552
Contig15551.0,Contig15551.0,15551.0,OXYTRI_MAC_15551
Contig8520.0,Contig8520.0,8520.0,OXYTRI_MAC_8520
Contig8523.0,Contig8523.0,8523.0,OXYTRI_MAC_8523
Contig15558.0,Contig15558.0,15558.0,OXYTRI_MAC_15558
Contig9412.0,Contig9412.0,9412.0,OXYTRI_MAC_9412
Contig9413.0,Contig9413.0,9413.0,OXYTRI_MAC_9413
Contig9410.0,Contig9410.0,9410.0,OXYTRI_MAC_9410
Contig8522.0,Contig8522.0,8522.0,OXYTRI_MAC_8522
Contig9416.0,Contig9416.0,9416.0,OXYTRI_MAC_9416
Contig9417.0,Contig9417.0,9417.0,OXYTRI_MAC_9417
Contig9414.0,Contig9414.0,9414.0,OXYTRI_MAC_9414
Contig9415.0.1,Contig9415.0.1,9415.0.1,OXYTRI_MAC_9415
Contig3713.0,Contig3713.0,3713.0,OXYTRI_MAC_3713
Contig9418.0,Contig9418.0,9418.0,OXYTRI_MAC_9418
Contig9419.0,Contig9419.0,9419.0,OXYTRI_MAC_9419
Contig3712.0,Contig3712.0,3712.0,OXYTRI_MAC_3712
Contig13852.0,Contig13852.0,13852.0,OXYTRI_MAC_13852
Contig8527.0.0,Contig8527.0.0,8527.0.0,
Contig8527.0.1,Contig8527.0.1,8527.0.1,OXYTRI_MAC_8527
Contig8526.0,Contig8526.0,8526.0,OXYTRI_MAC_8526
Contig3717.0,Contig3717.0,3717.0,OXYTRI_MAC_3717
Contig5018.0,Contig5018.0,5018.0,OXYTRI_MAC_5018
Contig5019.0,Contig5019.0,5019.0,OXYTRI_MAC_5019
Contig3716.0,Contig3716.0,3716.0,OXYTRI_MAC_3716
Contig3715.0,Contig3715.0,3715.0,OXYTRI_MAC_3715
Contig6307.0,Contig6307.0,6307.0,OXYTRI_MAC_6307
Contig6306.0,Contig6306.0,6306.0,OXYTRI_MAC_6306
Contig6305.0,Contig6305.0,6305.0,OXYTRI_MAC_6305
Contig3152.0,Contig3152.0,3152.0,OXYTRI_MAC_3152
Contig3155.0,Contig3155.0,3155.0,OXYTRI_MAC_3155
Contig3157.0,Contig3157.0,3157.0,OXYTRI_MAC_3157
Contig3159.0,Contig3159.0,3159.0,
Contig3158.0,Contig3158.0,3158.0,OXYTRI_MAC_3158
Contig6309.0,Contig6309.0,6309.0,OXYTRI_MAC_6309
Contig6308.0,Contig6308.0,6308.0,OXYTRI_MAC_6308
Contig2686.0,Contig2686.0,2686.0,OXYTRI_MAC_2686
Contig5655.0,Contig5655.0,5655.0,OXYTRI_MAC_5655
Contig2684.0,Contig2684.0,2684.0,OXYTRI_MAC_2684
Contig5657.0.1,Contig5657.0.1,5657.0.1,OXYTRI_MAC_5657
Contig2682.0,Contig2682.0,2682.0,OXYTRI_MAC_2682
Contig2683.0,Contig2683.0,2683.0,OXYTRI_MAC_2683
Contig2680.0,Contig2680.0,2680.0,OXYTRI_MAC_2680
Contig2681.0,Contig2681.0,2681.0,OXYTRI_MAC_2681
Contig3714.0,Contig3714.0,3714.0,OXYTRI_MAC_3714
Contig5658.0,Contig5658.0,5658.0,
