primary,oxydb_mic_2014,mds_ies_db_2015,genbank,genbank.1,number
OXYTRI_MIC_89058,ctg7180000089058,OXYTRI_MIC_89058,ARYC01018199,ARYC01018199.1,89058
OXYTRI_MIC_89059,ctg7180000089059,OXYTRI_MIC_89059,ARYC01018200,ARYC01018200.1,89059
OXYTRI_MIC_89061,ctg7180000089061,OXYTRI_MIC_89061,ARYC01018201,ARYC01018201.1,89061
OXYTRI_MIC_89062,ctg7180000089062,OXYTRI_MIC_89062,ARYC01018202,ARYC01018202.1,89062
OXYTRI_MIC_89063,ctg7180000089063,OXYTRI_MIC_89063,ARYC01018203,ARYC01018203.1,89063
OXYTRI_MIC_89064,ctg7180000089064,OXYTRI_MIC_89064,ARYC01018204,ARYC01018204.1,89064
OXYTRI_MIC_89065,ctg7180000089065,OXYTRI_MIC_89065,ARYC01018205,ARYC01018205.1,89065
OXYTRI_MIC_89066,ctg7180000089066,OXYTRI_MIC_89066,ARYC01018206,ARYC01018206.1,89066
OXYTRI_MIC_89067,ctg7180000089067,OXYTRI_MIC_89067,ARYC01018207,ARYC01018207.1,89067
OXYTRI_MIC_89068,ctg7180000089068,OXYTRI_MIC_89068,ARYC01018208,ARYC01018208.1,89068
OXYTRI_MIC_89071,ctg7180000089071,OXYTRI_MIC_89071,ARYC01018209,ARYC01018209.1,89071
OXYTRI_MIC_89072,ctg7180000089072,OXYTRI_MIC_89072,ARYC01018210,ARYC01018210.1,89072
OXYTRI_MIC_89074,ctg7180000089074,OXYTRI_MIC_89074,ARYC01018211,ARYC01018211.1,89074
OXYTRI_MIC_89075,ctg7180000089075,OXYTRI_MIC_89075,ARYC01018212,ARYC01018212.1,89075
OXYTRI_MIC_89076,ctg7180000089076,OXYTRI_MIC_89076,ARYC01018213,ARYC01018213.1,89076
OXYTRI_MIC_89077,ctg7180000089077,OXYTRI_MIC_89077,ARYC01018214,ARYC01018214.1,89077
OXYTRI_MIC_89079,ctg7180000089079,OXYTRI_MIC_89079,ARYC01018215,ARYC01018215.1,89079
OXYTRI_MIC_89080,ctg7180000089080,OXYTRI_MIC_89080,ARYC01018216,ARYC01018216.1,89080
OXYTRI_MIC_89081,ctg7180000089081,OXYTRI_MIC_89081,ARYC01018217,ARYC01018217.1,89081
OXYTRI_MIC_89082,ctg7180000089082,OXYTRI_MIC_89082,ARYC01018218,ARYC01018218.1,89082
OXYTRI_MIC_89083,ctg7180000089083,OXYTRI_MIC_89083,ARYC01018219,ARYC01018219.1,89083
OXYTRI_MIC_89084,ctg7180000089084,OXYTRI_MIC_89084,ARYC01018220,ARYC01018220.1,89084
OXYTRI_MIC_89086,ctg7180000089086,OXYTRI_MIC_89086,ARYC01018221,ARYC01018221.1,89086
OXYTRI_MIC_89087,ctg7180000089087,OXYTRI_MIC_89087,ARYC01018222,ARYC01018222.1,89087
OXYTRI_MIC_89088,ctg7180000089088,OXYTRI_MIC_89088,ARYC01018223,ARYC01018223.1,89088
OXYTRI_MIC_89089,ctg7180000089089,OXYTRI_MIC_89089,ARYC01018224,ARYC01018224.1,89089
OXYTRI_MIC_89090,ctg7180000089090,OXYTRI_MIC_89090,ARYC01018225,ARYC01018225.1,89090
OXYTRI_MIC_89091,ctg7180000089091,OXYTRI_MIC_89091,ARYC01018226,ARYC01018226.1,89091
OXYTRI_MIC_89092,ctg7180000089092,OXYTRI_MIC_89092,ARYC01018227,ARYC01018227.1,89092
OXYTRI_MIC_89093,ctg7180000089093,OXYTRI_MIC_89093,ARYC01018228,ARYC01018228.1,89093
OXYTRI_MIC_89095,ctg7180000089095,OXYTRI_MIC_89095,ARYC01018229,ARYC01018229.1,89095
OXYTRI_MIC_89101,ctg7180000089101,OXYTRI_MIC_89101,ARYC01018230,ARYC01018230.1,89101
OXYTRI_MIC_89103,ctg7180000089103,OXYTRI_MIC_89103,ARYC01018231,ARYC01018231.1,89103
OXYTRI_MIC_89104,ctg7180000089104,OXYTRI_MIC_89104,ARYC01018232,ARYC01018232.1,89104
OXYTRI_MIC_89105,ctg7180000089105,OXYTRI_MIC_89105,ARYC01018233,ARYC01018233.1,89105
OXYTRI_MIC_89106,ctg7180000089106,OXYTRI_MIC_89106,ARYC01018234,ARYC01018234.1,89106
OXYTRI_MIC_89107,ctg7180000089107,OXYTRI_MIC_89107,ARYC01018235,ARYC01018235.1,89107
OXYTRI_MIC_89108,ctg7180000089108,OXYTRI_MIC_89108,ARYC01018236,ARYC01018236.1,89108
OXYTRI_MIC_89109,ctg7180000089109,OXYTRI_MIC_89109,ARYC01018237,ARYC01018237.1,89109
OXYTRI_MIC_89110,ctg7180000089110,OXYTRI_MIC_89110,ARYC01018238,ARYC01018238.1,89110
OXYTRI_MIC_89111,ctg7180000089111,OXYTRI_MIC_89111,ARYC01018239,ARYC01018239.1,89111
OXYTRI_MIC_89113,ctg7180000089113,OXYTRI_MIC_89113,ARYC01018240,ARYC01018240.1,89113
OXYTRI_MIC_89114,ctg7180000089114,OXYTRI_MIC_89114,ARYC01018241,ARYC01018241.1,89114
OXYTRI_MIC_89116,ctg7180000089116,OXYTRI_MIC_89116,ARYC01018242,ARYC01018242.1,89116
OXYTRI_MIC_89117,ctg7180000089117,OXYTRI_MIC_89117,ARYC01018243,ARYC01018243.1,89117
OXYTRI_MIC_89118,ctg7180000089118,OXYTRI_MIC_89118,ARYC01018244,ARYC01018244.1,89118
OXYTRI_MIC_89119,ctg7180000089119,OXYTRI_MIC_89119,ARYC01018245,ARYC01018245.1,89119
OXYTRI_MIC_89121,ctg7180000089121,OXYTRI_MIC_89121,ARYC01018246,ARYC01018246.1,89121
OXYTRI_MIC_89122,ctg7180000089122,OXYTRI_MIC_89122,ARYC01018247,ARYC01018247.1,89122
OXYTRI_MIC_89123,ctg7180000089123,OXYTRI_MIC_89123,ARYC01018248,ARYC01018248.1,89123
OXYTRI_MIC_89124,ctg7180000089124,OXYTRI_MIC_89124,ARYC01018249,ARYC01018249.1,89124
OXYTRI_MIC_89125,ctg7180000089125,OXYTRI_MIC_89125,ARYC01018250,ARYC01018250.1,89125
OXYTRI_MIC_89126,ctg7180000089126,OXYTRI_MIC_89126,ARYC01018251,ARYC01018251.1,89126
OXYTRI_MIC_89127,ctg7180000089127,OXYTRI_MIC_89127,ARYC01018252,ARYC01018252.1,89127
OXYTRI_MIC_89129,ctg7180000089129,OXYTRI_MIC_89129,ARYC01018253,ARYC01018253.1,89129
OXYTRI_MIC_89130,ctg7180000089130,OXYTRI_MIC_89130,ARYC01018254,ARYC01018254.1,89130
OXYTRI_MIC_89132,ctg7180000089132,OXYTRI_MIC_89132,ARYC01018255,ARYC01018255.1,89132
OXYTRI_MIC_89133,ctg7180000089133,OXYTRI_MIC_89133,ARYC01018256,ARYC01018256.1,89133
OXYTRI_MIC_89134,ctg7180000089134,OXYTRI_MIC_89134,ARYC01018257,ARYC01018257.1,89134
OXYTRI_MIC_89135,ctg7180000089135,OXYTRI_MIC_89135,ARYC01018258,ARYC01018258.1,89135
OXYTRI_MIC_89136,ctg7180000089136,OXYTRI_MIC_89136,ARYC01018259,ARYC01018259.1,89136
OXYTRI_MIC_89137,ctg7180000089137,OXYTRI_MIC_89137,ARYC01018260,ARYC01018260.1,89137
OXYTRI_MIC_89139,ctg7180000089139,OXYTRI_MIC_89139,ARYC01018261,ARYC01018261.1,89139
OXYTRI_MIC_89140,ctg7180000089140,OXYTRI_MIC_89140,ARYC01018262,ARYC01018262.1,89140
OXYTRI_MIC_89141,ctg7180000089141,OXYTRI_MIC_89141,ARYC01018263,ARYC01018263.1,89141
OXYTRI_MIC_89142,ctg7180000089142,OXYTRI_MIC_89142,ARYC01018264,ARYC01018264.1,89142
OXYTRI_MIC_89143,ctg7180000089143,OXYTRI_MIC_89143,ARYC01018265,ARYC01018265.1,89143
OXYTRI_MIC_89144,ctg7180000089144,OXYTRI_MIC_89144,ARYC01018266,ARYC01018266.1,89144
OXYTRI_MIC_89145,ctg7180000089145,OXYTRI_MIC_89145,ARYC01018267,ARYC01018267.1,89145
OXYTRI_MIC_89147,ctg7180000089147,OXYTRI_MIC_89147,ARYC01018268,ARYC01018268.1,89147
OXYTRI_MIC_89148,ctg7180000089148,OXYTRI_MIC_89148,ARYC01018269,ARYC01018269.1,89148
OXYTRI_MIC_89149,ctg7180000089149,OXYTRI_MIC_89149,ARYC01018270,ARYC01018270.1,89149
OXYTRI_MIC_89150,ctg7180000089150,OXYTRI_MIC_89150,ARYC01018271,ARYC01018271.1,89150
OXYTRI_MIC_89152,ctg7180000089152,OXYTRI_MIC_89152,ARYC01018272,ARYC01018272.1,89152
OXYTRI_MIC_89153,ctg7180000089153,OXYTRI_MIC_89153,ARYC01018273,ARYC01018273.1,89153
OXYTRI_MIC_89154,ctg7180000089154,OXYTRI_MIC_89154,ARYC01018274,ARYC01018274.1,89154
OXYTRI_MIC_89157,ctg7180000089157,OXYTRI_MIC_89157,ARYC01018275,ARYC01018275.1,89157
OXYTRI_MIC_89158,ctg7180000089158,OXYTRI_MIC_89158,ARYC01018276,ARYC01018276.1,89158
OXYTRI_MIC_89161,ctg7180000089161,OXYTRI_MIC_89161,ARYC01018277,ARYC01018277.1,89161
OXYTRI_MIC_89163,ctg7180000089163,OXYTRI_MIC_89163,ARYC01018278,ARYC01018278.1,89163
OXYTRI_MIC_89164,ctg7180000089164,OXYTRI_MIC_89164,ARYC01018279,ARYC01018279.1,89164
OXYTRI_MIC_89165,ctg7180000089165,OXYTRI_MIC_89165,ARYC01018280,ARYC01018280.1,89165
OXYTRI_MIC_89166,ctg7180000089166,OXYTRI_MIC_89166,ARYC01018281,ARYC01018281.1,89166
OXYTRI_MIC_89167,ctg7180000089167,OXYTRI_MIC_89167,ARYC01018282,ARYC01018282.1,89167
OXYTRI_MIC_89168,ctg7180000089168,OXYTRI_MIC_89168,ARYC01018283,ARYC01018283.1,89168
OXYTRI_MIC_89169,ctg7180000089169,OXYTRI_MIC_89169,ARYC01018284,ARYC01018284.1,89169
OXYTRI_MIC_89170,ctg7180000089170,OXYTRI_MIC_89170,ARYC01018285,ARYC01018285.1,89170
OXYTRI_MIC_89171,ctg7180000089171,OXYTRI_MIC_89171,ARYC01018286,ARYC01018286.1,89171
OXYTRI_MIC_89172,ctg7180000089172,OXYTRI_MIC_89172,ARYC01018287,ARYC01018287.1,89172
OXYTRI_MIC_89173,ctg7180000089173,OXYTRI_MIC_89173,ARYC01018288,ARYC01018288.1,89173
OXYTRI_MIC_89174,ctg7180000089174,OXYTRI_MIC_89174,ARYC01018289,ARYC01018289.1,89174
OXYTRI_MIC_89175,ctg7180000089175,OXYTRI_MIC_89175,ARYC01018290,ARYC01018290.1,89175
OXYTRI_MIC_89177,ctg7180000089177,OXYTRI_MIC_89177,ARYC01018291,ARYC01018291.1,89177
OXYTRI_MIC_89178,ctg7180000089178,OXYTRI_MIC_89178,ARYC01018292,ARYC01018292.1,89178
OXYTRI_MIC_89179,ctg7180000089179,OXYTRI_MIC_89179,ARYC01018293,ARYC01018293.1,89179
OXYTRI_MIC_89181,ctg7180000089181,OXYTRI_MIC_89181,ARYC01018294,ARYC01018294.1,89181
OXYTRI_MIC_89182,ctg7180000089182,OXYTRI_MIC_89182,ARYC01018295,ARYC01018295.1,89182
OXYTRI_MIC_89183,ctg7180000089183,OXYTRI_MIC_89183,ARYC01018296,ARYC01018296.1,89183
OXYTRI_MIC_89184,ctg7180000089184,OXYTRI_MIC_89184,ARYC01018297,ARYC01018297.1,89184
OXYTRI_MIC_89186,ctg7180000089186,OXYTRI_MIC_89186,ARYC01018298,ARYC01018298.1,89186
OXYTRI_MIC_89188,ctg7180000089188,OXYTRI_MIC_89188,ARYC01018299,ARYC01018299.1,89188
OXYTRI_MIC_89190,ctg7180000089190,OXYTRI_MIC_89190,ARYC01018300,ARYC01018300.1,89190
OXYTRI_MIC_89191,ctg7180000089191,OXYTRI_MIC_89191,ARYC01018301,ARYC01018301.1,89191
OXYTRI_MIC_89192,ctg7180000089192,OXYTRI_MIC_89192,ARYC01018302,ARYC01018302.1,89192
OXYTRI_MIC_89193,ctg7180000089193,OXYTRI_MIC_89193,ARYC01018303,ARYC01018303.1,89193
OXYTRI_MIC_89194,ctg7180000089194,OXYTRI_MIC_89194,ARYC01018304,ARYC01018304.1,89194
OXYTRI_MIC_89199,ctg7180000089199,OXYTRI_MIC_89199,ARYC01018305,ARYC01018305.1,89199
OXYTRI_MIC_89201,ctg7180000089201,OXYTRI_MIC_89201,ARYC01018306,ARYC01018306.1,89201
OXYTRI_MIC_89204,ctg7180000089204,OXYTRI_MIC_89204,ARYC01018307,ARYC01018307.1,89204
OXYTRI_MIC_89205,ctg7180000089205,OXYTRI_MIC_89205,ARYC01018308,ARYC01018308.1,89205
OXYTRI_MIC_89206,ctg7180000089206,OXYTRI_MIC_89206,ARYC01018309,ARYC01018309.1,89206
OXYTRI_MIC_89208,ctg7180000089208,OXYTRI_MIC_89208,ARYC01018310,ARYC01018310.1,89208
OXYTRI_MIC_89209,ctg7180000089209,OXYTRI_MIC_89209,ARYC01018311,ARYC01018311.1,89209
OXYTRI_MIC_89210,ctg7180000089210,OXYTRI_MIC_89210,ARYC01018312,ARYC01018312.1,89210
OXYTRI_MIC_89211,ctg7180000089211,OXYTRI_MIC_89211,ARYC01018313,ARYC01018313.1,89211
OXYTRI_MIC_89213,ctg7180000089213,OXYTRI_MIC_89213,ARYC01018314,ARYC01018314.1,89213
OXYTRI_MIC_89215,ctg7180000089215,OXYTRI_MIC_89215,ARYC01018315,ARYC01018315.1,89215
OXYTRI_MIC_89218,ctg7180000089218,OXYTRI_MIC_89218,ARYC01018316,ARYC01018316.1,89218
OXYTRI_MIC_89219,ctg7180000089219,OXYTRI_MIC_89219,ARYC01018317,ARYC01018317.1,89219
OXYTRI_MIC_89220,ctg7180000089220,OXYTRI_MIC_89220,ARYC01018318,ARYC01018318.1,89220
OXYTRI_MIC_89221,ctg7180000089221,OXYTRI_MIC_89221,ARYC01018319,ARYC01018319.1,89221
OXYTRI_MIC_89222,ctg7180000089222,OXYTRI_MIC_89222,ARYC01018320,ARYC01018320.1,89222
OXYTRI_MIC_89225,ctg7180000089225,OXYTRI_MIC_89225,ARYC01018321,ARYC01018321.1,89225
OXYTRI_MIC_89226,ctg7180000089226,OXYTRI_MIC_89226,ARYC01018322,ARYC01018322.1,89226
OXYTRI_MIC_89230,ctg7180000089230,OXYTRI_MIC_89230,ARYC01018323,ARYC01018323.1,89230
OXYTRI_MIC_89231,ctg7180000089231,OXYTRI_MIC_89231,ARYC01018324,ARYC01018324.1,89231
OXYTRI_MIC_89232,ctg7180000089232,OXYTRI_MIC_89232,ARYC01018325,ARYC01018325.1,89232
OXYTRI_MIC_89235,ctg7180000089235,OXYTRI_MIC_89235,ARYC01018326,ARYC01018326.1,89235
OXYTRI_MIC_89236,ctg7180000089236,OXYTRI_MIC_89236,ARYC01018327,ARYC01018327.1,89236
OXYTRI_MIC_89237,ctg7180000089237,OXYTRI_MIC_89237,ARYC01018328,ARYC01018328.1,89237
OXYTRI_MIC_89239,ctg7180000089239,OXYTRI_MIC_89239,ARYC01018329,ARYC01018329.1,89239
OXYTRI_MIC_89240,ctg7180000089240,OXYTRI_MIC_89240,ARYC01018330,ARYC01018330.1,89240
OXYTRI_MIC_89241,ctg7180000089241,OXYTRI_MIC_89241,ARYC01018331,ARYC01018331.1,89241
OXYTRI_MIC_89242,ctg7180000089242,OXYTRI_MIC_89242,ARYC01018332,ARYC01018332.1,89242
OXYTRI_MIC_89243,ctg7180000089243,OXYTRI_MIC_89243,ARYC01018333,ARYC01018333.1,89243
OXYTRI_MIC_89244,ctg7180000089244,OXYTRI_MIC_89244,ARYC01018334,ARYC01018334.1,89244
OXYTRI_MIC_89246,ctg7180000089246,OXYTRI_MIC_89246,ARYC01018335,ARYC01018335.1,89246
OXYTRI_MIC_89248,ctg7180000089248,OXYTRI_MIC_89248,ARYC01018336,ARYC01018336.1,89248
OXYTRI_MIC_89249,ctg7180000089249,OXYTRI_MIC_89249,ARYC01018337,ARYC01018337.1,89249
OXYTRI_MIC_89250,ctg7180000089250,OXYTRI_MIC_89250,ARYC01018338,ARYC01018338.1,89250
OXYTRI_MIC_89251,ctg7180000089251,OXYTRI_MIC_89251,ARYC01018339,ARYC01018339.1,89251
OXYTRI_MIC_89252,ctg7180000089252,OXYTRI_MIC_89252,ARYC01018340,ARYC01018340.1,89252
OXYTRI_MIC_89253,ctg7180000089253,OXYTRI_MIC_89253,ARYC01018341,ARYC01018341.1,89253
OXYTRI_MIC_89254,ctg7180000089254,OXYTRI_MIC_89254,ARYC01018342,ARYC01018342.1,89254
OXYTRI_MIC_89258,ctg7180000089258,OXYTRI_MIC_89258,ARYC01018343,ARYC01018343.1,89258
OXYTRI_MIC_89259,ctg7180000089259,OXYTRI_MIC_89259,ARYC01018344,ARYC01018344.1,89259
OXYTRI_MIC_89260,ctg7180000089260,OXYTRI_MIC_89260,ARYC01018345,ARYC01018345.1,89260
OXYTRI_MIC_89263,ctg7180000089263,OXYTRI_MIC_89263,ARYC01018346,ARYC01018346.1,89263
OXYTRI_MIC_89264,ctg7180000089264,OXYTRI_MIC_89264,ARYC01018347,ARYC01018347.1,89264
OXYTRI_MIC_89265,ctg7180000089265,OXYTRI_MIC_89265,ARYC01018348,ARYC01018348.1,89265
OXYTRI_MIC_89266,ctg7180000089266,OXYTRI_MIC_89266,ARYC01018349,ARYC01018349.1,89266
OXYTRI_MIC_89267,ctg7180000089267,OXYTRI_MIC_89267,ARYC01018350,ARYC01018350.1,89267
OXYTRI_MIC_89268,ctg7180000089268,OXYTRI_MIC_89268,ARYC01018351,ARYC01018351.1,89268
OXYTRI_MIC_89269,ctg7180000089269,OXYTRI_MIC_89269,ARYC01018352,ARYC01018352.1,89269
OXYTRI_MIC_89272,ctg7180000089272,OXYTRI_MIC_89272,ARYC01018353,ARYC01018353.1,89272
OXYTRI_MIC_89273,ctg7180000089273,OXYTRI_MIC_89273,ARYC01018354,ARYC01018354.1,89273
OXYTRI_MIC_89274,ctg7180000089274,OXYTRI_MIC_89274,ARYC01018355,ARYC01018355.1,89274
OXYTRI_MIC_89275,ctg7180000089275,OXYTRI_MIC_89275,ARYC01018356,ARYC01018356.1,89275
OXYTRI_MIC_89277,ctg7180000089277,OXYTRI_MIC_89277,ARYC01018357,ARYC01018357.1,89277
OXYTRI_MIC_89278,ctg7180000089278,OXYTRI_MIC_89278,ARYC01018358,ARYC01018358.1,89278
OXYTRI_MIC_89279,ctg7180000089279,OXYTRI_MIC_89279,ARYC01018359,ARYC01018359.1,89279
OXYTRI_MIC_89280,ctg7180000089280,OXYTRI_MIC_89280,ARYC01018360,ARYC01018360.1,89280
OXYTRI_MIC_89281,ctg7180000089281,OXYTRI_MIC_89281,ARYC01018361,ARYC01018361.1,89281
OXYTRI_MIC_89282,ctg7180000089282,OXYTRI_MIC_89282,ARYC01018362,ARYC01018362.1,89282
OXYTRI_MIC_89283,ctg7180000089283,OXYTRI_MIC_89283,ARYC01018363,ARYC01018363.1,89283
OXYTRI_MIC_89284,ctg7180000089284,OXYTRI_MIC_89284,ARYC01018364,ARYC01018364.1,89284
OXYTRI_MIC_89285,ctg7180000089285,OXYTRI_MIC_89285,ARYC01018365,ARYC01018365.1,89285
OXYTRI_MIC_89286,ctg7180000089286,OXYTRI_MIC_89286,ARYC01018366,ARYC01018366.1,89286
OXYTRI_MIC_89287,ctg7180000089287,OXYTRI_MIC_89287,ARYC01018367,ARYC01018367.1,89287
OXYTRI_MIC_89288,ctg7180000089288,OXYTRI_MIC_89288,ARYC01018368,ARYC01018368.1,89288
OXYTRI_MIC_89289,ctg7180000089289,OXYTRI_MIC_89289,ARYC01018369,ARYC01018369.1,89289
OXYTRI_MIC_89290,ctg7180000089290,OXYTRI_MIC_89290,ARYC01018370,ARYC01018370.1,89290
OXYTRI_MIC_89291,ctg7180000089291,OXYTRI_MIC_89291,ARYC01018371,ARYC01018371.1,89291
OXYTRI_MIC_89292,ctg7180000089292,OXYTRI_MIC_89292,ARYC01018372,ARYC01018372.1,89292
OXYTRI_MIC_89293,ctg7180000089293,OXYTRI_MIC_89293,ARYC01018373,ARYC01018373.1,89293
OXYTRI_MIC_89294,ctg7180000089294,OXYTRI_MIC_89294,ARYC01018374,ARYC01018374.1,89294
OXYTRI_MIC_89295,ctg7180000089295,OXYTRI_MIC_89295,ARYC01018375,ARYC01018375.1,89295
OXYTRI_MIC_89297,ctg7180000089297,OXYTRI_MIC_89297,ARYC01018376,ARYC01018376.1,89297
OXYTRI_MIC_89300,ctg7180000089300,OXYTRI_MIC_89300,ARYC01018377,ARYC01018377.1,89300
OXYTRI_MIC_89301,ctg7180000089301,OXYTRI_MIC_89301,ARYC01018378,ARYC01018378.1,89301
OXYTRI_MIC_89302,ctg7180000089302,OXYTRI_MIC_89302,ARYC01018379,ARYC01018379.1,89302
OXYTRI_MIC_89303,ctg7180000089303,OXYTRI_MIC_89303,ARYC01018380,ARYC01018380.1,89303
OXYTRI_MIC_89304,ctg7180000089304,OXYTRI_MIC_89304,ARYC01018381,ARYC01018381.1,89304
OXYTRI_MIC_89305,ctg7180000089305,OXYTRI_MIC_89305,ARYC01018382,ARYC01018382.1,89305
OXYTRI_MIC_89306,ctg7180000089306,OXYTRI_MIC_89306,ARYC01018383,ARYC01018383.1,89306
OXYTRI_MIC_89307,ctg7180000089307,OXYTRI_MIC_89307,ARYC01018384,ARYC01018384.1,89307
OXYTRI_MIC_89308,ctg7180000089308,OXYTRI_MIC_89308,ARYC01018385,ARYC01018385.1,89308
OXYTRI_MIC_89309,ctg7180000089309,OXYTRI_MIC_89309,ARYC01018386,ARYC01018386.1,89309
OXYTRI_MIC_89311,ctg7180000089311,OXYTRI_MIC_89311,ARYC01018387,ARYC01018387.1,89311
OXYTRI_MIC_89312,ctg7180000089312,OXYTRI_MIC_89312,ARYC01018388,ARYC01018388.1,89312
OXYTRI_MIC_89313,ctg7180000089313,OXYTRI_MIC_89313,ARYC01018389,ARYC01018389.1,89313
OXYTRI_MIC_89314,ctg7180000089314,OXYTRI_MIC_89314,ARYC01018390,ARYC01018390.1,89314
OXYTRI_MIC_89315,ctg7180000089315,OXYTRI_MIC_89315,ARYC01018391,ARYC01018391.1,89315
OXYTRI_MIC_89316,ctg7180000089316,OXYTRI_MIC_89316,ARYC01018392,ARYC01018392.1,89316
OXYTRI_MIC_89318,ctg7180000089318,OXYTRI_MIC_89318,ARYC01018393,ARYC01018393.1,89318
OXYTRI_MIC_89319,ctg7180000089319,OXYTRI_MIC_89319,ARYC01018394,ARYC01018394.1,89319
OXYTRI_MIC_89320,ctg7180000089320,OXYTRI_MIC_89320,ARYC01018395,ARYC01018395.1,89320
OXYTRI_MIC_89322,ctg7180000089322,OXYTRI_MIC_89322,ARYC01018396,ARYC01018396.1,89322
OXYTRI_MIC_89323,ctg7180000089323,OXYTRI_MIC_89323,ARYC01018397,ARYC01018397.1,89323
OXYTRI_MIC_89324,ctg7180000089324,OXYTRI_MIC_89324,ARYC01018398,ARYC01018398.1,89324
OXYTRI_MIC_89325,ctg7180000089325,OXYTRI_MIC_89325,ARYC01018399,ARYC01018399.1,89325
OXYTRI_MIC_89326,ctg7180000089326,OXYTRI_MIC_89326,ARYC01018400,ARYC01018400.1,89326
OXYTRI_MIC_89328,ctg7180000089328,OXYTRI_MIC_89328,ARYC01018401,ARYC01018401.1,89328
OXYTRI_MIC_89329,ctg7180000089329,OXYTRI_MIC_89329,ARYC01018402,ARYC01018402.1,89329
OXYTRI_MIC_89330,ctg7180000089330,OXYTRI_MIC_89330,ARYC01018403,ARYC01018403.1,89330
OXYTRI_MIC_89333,ctg7180000089333,OXYTRI_MIC_89333,ARYC01018404,ARYC01018404.1,89333
OXYTRI_MIC_89334,ctg7180000089334,OXYTRI_MIC_89334,ARYC01018405,ARYC01018405.1,89334
OXYTRI_MIC_89335,ctg7180000089335,OXYTRI_MIC_89335,ARYC01018406,ARYC01018406.1,89335
OXYTRI_MIC_89336,ctg7180000089336,OXYTRI_MIC_89336,ARYC01018407,ARYC01018407.1,89336
OXYTRI_MIC_89337,ctg7180000089337,OXYTRI_MIC_89337,ARYC01018408,ARYC01018408.1,89337
OXYTRI_MIC_89338,ctg7180000089338,OXYTRI_MIC_89338,ARYC01018409,ARYC01018409.1,89338
OXYTRI_MIC_89340,ctg7180000089340,OXYTRI_MIC_89340,ARYC01018410,ARYC01018410.1,89340
OXYTRI_MIC_89342,ctg7180000089342,OXYTRI_MIC_89342,ARYC01018411,ARYC01018411.1,89342
OXYTRI_MIC_89343,ctg7180000089343,OXYTRI_MIC_89343,ARYC01018412,ARYC01018412.1,89343
OXYTRI_MIC_89344,ctg7180000089344,OXYTRI_MIC_89344,ARYC01018413,ARYC01018413.1,89344
OXYTRI_MIC_89345,ctg7180000089345,OXYTRI_MIC_89345,ARYC01018414,ARYC01018414.1,89345
OXYTRI_MIC_89346,ctg7180000089346,OXYTRI_MIC_89346,ARYC01018415,ARYC01018415.1,89346
OXYTRI_MIC_89347,ctg7180000089347,OXYTRI_MIC_89347,ARYC01018416,ARYC01018416.1,89347
OXYTRI_MIC_89349,ctg7180000089349,OXYTRI_MIC_89349,ARYC01018417,ARYC01018417.1,89349
OXYTRI_MIC_89350,ctg7180000089350,OXYTRI_MIC_89350,ARYC01018418,ARYC01018418.1,89350
OXYTRI_MIC_89351,ctg7180000089351,OXYTRI_MIC_89351,ARYC01018419,ARYC01018419.1,89351
OXYTRI_MIC_89352,ctg7180000089352,OXYTRI_MIC_89352,ARYC01018420,ARYC01018420.1,89352
OXYTRI_MIC_89353,ctg7180000089353,OXYTRI_MIC_89353,ARYC01018421,ARYC01018421.1,89353
OXYTRI_MIC_89354,ctg7180000089354,OXYTRI_MIC_89354,ARYC01018422,ARYC01018422.1,89354
OXYTRI_MIC_89355,ctg7180000089355,OXYTRI_MIC_89355,ARYC01018423,ARYC01018423.1,89355
OXYTRI_MIC_89356,ctg7180000089356,OXYTRI_MIC_89356,ARYC01018424,ARYC01018424.1,89356
OXYTRI_MIC_89358,ctg7180000089358,OXYTRI_MIC_89358,ARYC01018425,ARYC01018425.1,89358
OXYTRI_MIC_89359,ctg7180000089359,OXYTRI_MIC_89359,ARYC01018426,ARYC01018426.1,89359
OXYTRI_MIC_89362,ctg7180000089362,OXYTRI_MIC_89362,ARYC01018427,ARYC01018427.1,89362
OXYTRI_MIC_89363,ctg7180000089363,OXYTRI_MIC_89363,ARYC01018428,ARYC01018428.1,89363
OXYTRI_MIC_89364,ctg7180000089364,OXYTRI_MIC_89364,ARYC01018429,ARYC01018429.1,89364
OXYTRI_MIC_89365,ctg7180000089365,OXYTRI_MIC_89365,ARYC01018430,ARYC01018430.1,89365
OXYTRI_MIC_89366,ctg7180000089366,OXYTRI_MIC_89366,ARYC01018431,ARYC01018431.1,89366
OXYTRI_MIC_89369,ctg7180000089369,OXYTRI_MIC_89369,ARYC01018432,ARYC01018432.1,89369
OXYTRI_MIC_89370,ctg7180000089370,OXYTRI_MIC_89370,ARYC01018433,ARYC01018433.1,89370
OXYTRI_MIC_89371,ctg7180000089371,OXYTRI_MIC_89371,ARYC01018434,ARYC01018434.1,89371
OXYTRI_MIC_89372,ctg7180000089372,OXYTRI_MIC_89372,ARYC01018435,ARYC01018435.1,89372
OXYTRI_MIC_89373,ctg7180000089373,OXYTRI_MIC_89373,ARYC01018436,ARYC01018436.1,89373
OXYTRI_MIC_89374,ctg7180000089374,OXYTRI_MIC_89374,ARYC01018437,ARYC01018437.1,89374
OXYTRI_MIC_89375,ctg7180000089375,OXYTRI_MIC_89375,ARYC01018438,ARYC01018438.1,89375
